Family;ScientificName;Author;Collector;Longitude;Latitude;Elevation;Date;Location;Herbarium;ID;wfoMeta_scientificName;wfoMeta_family;wfoMeta_majorGroup;wfoMeta_wfoID;wfoMeta_rank;wfoMeta_status;wfoMeta_author;gbifOccurrenceCheck
Apocynaceae;Tabernemontana;Scop.;H.Balslev 10263;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;16;Tabernaemontana;Apocynaceae;Angiosperm;wfo-4000037395;genus;Accepted;L.;TRUE
Araceae;Aglaonema simplex;Bl.;H.Balslev 10150;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;AAU;17;Aglaonema simplex;Araceae;Angiosperm;wfo-0000924583;species;Accepted;Blume;TRUE
Araceae;Aglaonema simplex;Bl.;H.Balslev 10257;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;18;Aglaonema simplex;Araceae;Angiosperm;wfo-0000924583;species;Accepted;Blume;TRUE
Araceae;Alocasia longiloba;Miq.;H.Balslev 10661;102,308611111111;12,0619444444444;30;2022-10-20;Trail to the south from Khlong Phlu ranger station of Koh Chang N.P. Tropical rainforest.;AAU;19;Alocasia longiloba;Araceae;Angiosperm;wfo-0000949355;species;Accepted;Miq.;TRUE
Araceae;Pseudodracontium harmandii;Engl.;H.Balslev 10099;102,310833333333;12,0625000000000;50;2022-07-03;Klong Plu waterfall nature trail. Tropical wet forest along stream.;AAU;20;Amorphophallus flotoi;Araceae;Angiosperm;wfo-0001424000;species;Accepted;(S.Y.Hu) Govaerts;TRUE
Arecaceae;Areca triandra;Roxb.;H.Balslev 10101;102,310833333333;12,0625000000000;50;2022-07-04;Klong Plu waterfall nature trail. Tropical wet forest along stream.;AAU;21;Areca triandra;Arecaceae;Angiosperm;wfo-0000263352;species;Accepted;Roxb. ex Buch.-Ham.;TRUE
Arecaceae;Calamus;NA;H.Balslev 10117;102,290000000000;12,0127777777778;10;2022-07-04;costal road along south side at Siam Bay Resort. Tropical wet forest to 40 m tall, dense understory.;AAU;22;Calamus;Arecaceae;Angiosperm;wfo-4000005953;genus;Accepted;L.;TRUE
Arecaceae;Calamus;NA;H.Balslev 10127;102,276111111111;12,0936111111111;46;2022-07-05;shrine of Prince Krom loung chumporn. Along western perimeter road. Tropical wet forest.;AAU;23;Calamus;Arecaceae;Angiosperm;wfo-4000005953;genus;Accepted;L.;TRUE
Arecaceae;Calamus rudentum;Lour.;H.Balslev 10770;102,385555555556;12,0294444444444;NA;2022-10-23;eastern perimeter road at Spa Koh Chang Resort. Disturbed roadside in wet tropical forest.;AAU;24;Calamus rudentum;Arecaceae;Angiosperm;wfo-0000759895;species;Accepted;Lour.;TRUE
Arecaceae;Calamus viminalis;Willd.;H.Balslev 10199;102,385833333333;12,0422222222222;0;2022-07-10;perimeter road along north-eastern side of island. Plantation area with mostly coconut plantation.;AAU;25;Calamus viminalis;Arecaceae;Angiosperm;wfo-0000761041;species;Accepted;Willd.;TRUE
Arecaceae;Copernicia;NA;H.Balslev 10728;102,392222222222;12,0236111111111;0;2022-10-22;Salak Kok village in the mangrove in SE corner of island. Village on poles in mangrove with tourist facilities.;AAU;26;Copernicia;Arecaceae;Angiosperm;wfo-4000009222;genus;Accepted;Mart. ex Endl.;TRUE
Arecaceae;Daemonorops jenkinsiana;(Griff.) Mart.;H.Balslev 10212;102,385555555556;12,0297222222222;27;2022-07-11;north-eastern perimeter rd. at Salak Kok village. Secondary scrub along road.;AAU;27;Calamus jenkinsianus;Arecaceae;Angiosperm;wfo-0000756809;species;Accepted;Griff.;TRUE
Arecaceae;Licuala spinosa;Thunb.;H.Balslev 10698;102,422500000000;11,9647222222222;10;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island. Near beach.;AAU;28;Licuala spinosa;Arecaceae;Angiosperm;wfo-0000227549;species;Accepted;Thunb.;TRUE
Arecaceae;Plectocomia pierreana;Becc.;H.Balslev 10211;102,385555555556;12,0297222222222;27;2022-07-11;north-eastern perimeter rd. at Salak Kok village. Secondary scrub along road.;AAU;29;Plectocomia pierreana;Arecaceae;Angiosperm;wfo-0000275175;species;Accepted;Becc.;TRUE
Aristolochiaceae;Aristolochia pierrei;Lec.;P.Chataranothais.n. AAURefNo2868;NA;NA;NA;2005-03-25;Dry evergreen forest.;AAU;30;Aristolochia pierrei;Aristolochiaceae;Angiosperm;wfo-0000548202;species;Accepted;Lecomte;TRUE
Aristolochiaceae;Aristolochia tagala;Cham.;H.Balslev 10768;102,382500000000;12,0227777777778;20;2022-10-23;Perimeter road south east. Near large shrimp farm.;AAU;31;Aristolochia acuminata;Aristolochiaceae;Angiosperm;wfo-0000547501;species;Accepted;Lam.;TRUE
Asclepiadaceae;Dischidia major;(Vahl) Merr.;C.F.v.Beusekom 3153;NA;NA;NA;1970-03-10;South-Eastern. Prov. Trat. Loc.: Koh Chang I. Alt. low.;AAU;32;Dischidia major;Apocynaceae;Angiosperm;wfo-0000651699;species;Accepted;(Vahl) Merr.;TRUE
Asclepiadaceae;Hoya verticillata;(Vahl) G. Don;H.Balslev 10103;102,310833333333;12,0625000000000;50;2022-07-04;Klong Plu waterfall nature trail. Tropical wet forest along stream.;AAU;33;Hoya verticillata;Apocynaceae;Angiosperm;wfo-0001102114;species;Accepted;(Vahl) G.Don;TRUE
Asclepiadaceae;Secamone;NA;H.Balslev 10108;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;AAU;34;Secamone;Apocynaceae;Angiosperm;wfo-4000034916;genus;Accepted;R.Br.;TRUE
Aspleniaceae;Amblovenatum decorum;(Domin) S.Linds. & D.J.Middleton;H.Balslev 10114;102,290000000000;12,0127777777778;10;2022-07-04;costal road along south side at Siam Bay Resort. Tropical wet forest to 40 m tall, dense understory.;AAU;35;Amblovenatum decorum;Thelypteridaceae;Pteridophytes;wfo-1000025438;species;Unchecked;(Domin) S.Linds. & D.J.Middleton;TRUE
Aspleniaceae;Amblovenatum decorum;(Domin) S.Linds. & D.J.Middleton;H.Balslev 10664;102,308611111111;12,0619444444444;30;2022-10-20;Trail to the south from Khlong Phlu ranger station of Koh Chang N.P. Tropical rainforest.;AAU;36;Amblovenatum decorum;Thelypteridaceae;Pteridophytes;wfo-1000025438;species;Unchecked;(Domin) S.Linds. & D.J.Middleton;TRUE
Asteraceae;Ageratum conyzoides;L.;H.Balslev 10260;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;37;Ageratum conyzoides;Asteraceae;Angiosperm;wfo-0000014938;species;Accepted;L.;TRUE
Asteraceae;Blumea clarkei;Hook.f.;P.Pornpongrungrueng 517;NA;NA;NA;2005-12-24;Trat. Koh Chang.;AAU;38;Blumea hirsuta;Asteraceae;Angiosperm;wfo-0000125203;species;Accepted;(Less.) M.R.Almeida;FALSE
Asteraceae;Blumea virens;Wall. ex. Dc.;P.Pornpongrungrueng 527;NA;NA;NA;2005-12-24;Trat. Koh Chang.;AAU;39;Blumea virens;Asteraceae;Angiosperm;wfo-0000008474;species;Accepted;DC.;TRUE
Asteraceae;Emilia sonchifolia;(L.) Dc.;H.Balslev 10715;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;40;Emilia sonchifolia;Asteraceae;Angiosperm;wfo-0000017704;species;Accepted;(L.) DC.;TRUE
Asteraceae;Praxelis clematidea;(Hieron. ex Kuntze) R.M.King & H.Rob.;H.Balslev 10259;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;41;Praxelis clematidea;Asteraceae;Angiosperm;wfo-0000058157;species;Accepted;R.M.King & H.Rob.;TRUE
Asteraceae;Wollastonia biflora;(L.) Dc.;H.Balslev 10219;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;42;Wollastonia biflora;Asteraceae;Angiosperm;wfo-0000047628;species;Accepted;DC.;TRUE
Begoniaceae;Begonia sinuata;Wall.;H.Balslev 10092;102,310833333333;12,0625000000000;50;2022-07-03;Klong Plu waterfall nature trail. Tropical wet forest along stream.;AAU;43;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE
Begoniaceae;Begonia sinuata;Wall.;J.F.Maxwell 73-326;NA;NA;NA;1973-08-02;Koh Chang Island.;AAU;44;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE
Begoniaceae;Begonia sinuata;Wall.;J.F.Maxwell 73-345;NA;NA;NA;1973-08-03;Koh Chang Islang.;AAU;45;Begonia sinuata;Begoniaceae;Angiosperm;wfo-0000825538;species;Accepted;Wall. ex Meisn.;TRUE
Blechnaceae;Blechnum orientale;L.;H.Balslev 10112;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;AAU;46;Blechnum orientale;Blechnaceae;Pteridophytes;wfo-0001107240;species;Accepted;L.;TRUE
Blechnaceae;Blechnum orientale;L.;H.Balslev 10668;102,308611111111;12,0619444444444;30;2022-10-20;Trail to the south from Khlong Phlu ranger station of Koh Chang N.P. Tropical rainforest.;AAU;47;Blechnum orientale;Blechnaceae;Pteridophytes;wfo-0001107240;species;Accepted;L.;TRUE
Celastraceae;Salacia;NA;H.Balslev 10194;102,346388888889;12,1030555555556;36;2022-07-09;Khlong Nonsi waterfall along northern perimeter road. Wet rainforest.;AAU;48;Salacia;Celastraceae;Angiosperm;wfo-4000033821;genus;Accepted;L.;TRUE
Celastraceae;Salacia dongnaiensis;Pierre;H.Balslev 10254;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;49;Salacia dongnaiensis;Celastraceae;Angiosperm;wfo-0000436732;species;Accepted;Pierre;TRUE
Clusiaceae;Calophyllum;NA;H.Balslev 10680;102,426944444444;11,9619444444444;60;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island.;AAU;50;Calophyllum;Calophyllaceae;Angiosperm;wfo-4000006171;genus;Accepted;L.;TRUE
Clusiaceae;Cratoxylum formosum;(Jack) Benth. & Hook. f. ex Dyer;H.Balslev 10132;102,313055555556;12,0647222222222;65;2022-07-05;Klong Plu water fall, open area near the waterfall. Ryolite igneous rock.;AAU;51;Cratoxylum formosum;Hypericaceae;Angiosperm;wfo-0000625758;species;Accepted;(Jack) Benth. & Hook.f. ex Dyer;FALSE
Clusiaceae;Garcinia celebica;L.;C.F.v.Beusekom 3195;NA;NA;NA;1970-03-12;Tham Mayom Waterfall and vicinity. Alt. low. Edge dry evergreeen forest along stream.;AAU;52;Garcinia celebica;Clusiaceae;Angiosperm;wfo-0000694214;species;Accepted;L.;TRUE
Clusiaceae;Garcinia cowa;Roxb. ex Choisy;C.F.v.Beusekom 3156;NA;NA;NA;1970-03-11;Dry evergreen forest and secondary growth. Alt.: Low.;AAU;53;Garcinia cowa;Clusiaceae;Angiosperm;wfo-1000040941;species;Unchecked;Roxb. ex Choisy;TRUE
Clusiaceae;Garcinia cowa;Roxb. ex Choisy;C.F.v.Beusekom 3165;NA;NA;NA;1970-03-11;Dry evergreen forest and secondary growth. Alt.: Low.;AAU;54;Garcinia cowa;Clusiaceae;Angiosperm;wfo-1000040941;species;Unchecked;Roxb. ex Choisy;TRUE
Clusiaceae;Garcinia hanburyi;Hook.f.;C.F.v.Beusekom 3189;NA;NA;NA;1970-03-12;Tham Mayom Waterfall and vicinity. Edge dry evergreen forest along stream. Alt. low.;AAU;55;Garcinia hanburyi;Clusiaceae;Angiosperm;wfo-0000694351;species;Accepted;Hook.f.;TRUE
Clusiaceae;Garcinia hanburyi;Hook.f.;R.Geesink 6590;NA;NA;30;1974-05-07;Aw Ong Kang. Evergreen forest on granitic hill.;AAU;56;Garcinia hanburyi;Clusiaceae;Angiosperm;wfo-0000694351;species;Accepted;Hook.f.;TRUE
Clusiaceae;Garcinia merguensis;Wright;J.F.Maxwell 74-394;NA;NA;NA;1974-05-07;Klong Dakian, Chang Is.;AAU;57;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE
Clusiaceae;Garcinia merguensis;Wright;J.F.Maxwell 74-426;NA;NA;NA;1974-05-09;Trat. Koh Chang.;AAU;58;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE
Clusiaceae;Garcinia merguensis;Wright;R.Geesink 6589;NA;NA;30;1974-05-07;Aw Ong Kang. Evergreen forest on granitic hill.;AAU;59;Garcinia merguensis;Clusiaceae;Angiosperm;wfo-0000694466;species;Accepted;Wight;TRUE
Combretaceae;Lumnitzera littorea;(Jack) Voig;H.Balslev 10215;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;60;Lumnitzera littorea;Combretaceae;Angiosperm;wfo-0000358855;species;Accepted;Voigt;TRUE
Combretaceae;Lumnitzera racemosa;Willd.;H.Balslev 10216;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;61;Lumnitzera racemosa;Combretaceae;Angiosperm;wfo-0000358860;species;Accepted;Willd.;TRUE
Combretaceae;Terminalia bellirica;(Gaertn.) Roxb.;H.Balslev 10747;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;62;Terminalia bellirica;Combretaceae;Angiosperm;wfo-0001296467;species;Accepted;(Gaertn.) Roxb.;TRUE
Combretaceae;Terminalia nigrovenulosa;Pierre ex Laness.;H.Balslev 10110;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;AAU;63;Terminalia triptera;Combretaceae;Angiosperm;wfo-0001279149;species;Accepted;Stapf;TRUE
Commelinaceae;Murdannia vaginata;(L.) G. Brückn.;K.Larsen 1779;NA;NA;NA;1966-08-25;1 km s.o. Ban Khlong Nonsi. Near the beach.;AAU;64;Murdannia vaginata;Commelinaceae;Angiosperm;wfo-0000473784;species;Accepted;G.Brückn.;TRUE
Convolvulaceae;Ipomoea mauritiana;Jacq.;H.Balslev 10220;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;65;Ipomoea mauritiana;Convolvulaceae;Angiosperm;wfo-0001298779;species;Accepted;Jacq.;TRUE
Convolvulaceae;Ipomoea pes-caprae;(L.) Sweet;H.Balslev 10221;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;66;Ipomoea pes-caprae;Convolvulaceae;Angiosperm;wfo-0001296638;species;Accepted;(L.) R.Br.;TRUE
Convolvulaceae;Merremia;NA;H.Balslev 10712;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;67;Merremia;Convolvulaceae;Angiosperm;wfo-4000023812;genus;Accepted;Dennst. ex Endl.;TRUE
Cyperaceae;Carex indica;L.;H.Balslev 10701;102,422500000000;11,9647222222222;10;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island. Near beach.;AAU;68;Carex indica;Cyperaceae;Angiosperm;wfo-0000347696;species;Accepted;L.;TRUE
Cyperaceae;Fimbristylis;NA;H.Balslev 10756;102,407777777778;11,9750000000000;35;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;69;Fimbristylis;Cyperaceae;Angiosperm;wfo-4000014776;genus;Accepted;Vahl;TRUE
Cyperaceae;Fimbristylis dichotoma;(L.) Vahl;H.Balslev 10730;102,429166666667;11,9613888888889;40;2022-10-22;road to Memorial of the battle of Koh Chang. South east corner of island. Tropical wet forest.;AAU;70;Fimbristylis dichotoma;Cyperaceae;Angiosperm;wfo-0000420095;species;Accepted;(L.) Vahl;TRUE
Cyperaceae;Fimbristylis hookeriana;Boeckeler;H.Balslev 10133;102,313055555556;12,0647222222222;65;2022-07-05;Klong Plu water fall, open area near the waterfall. Ryolite igneous rock.;AAU;71;Fimbristylis hookeriana;Cyperaceae;Angiosperm;wfo-0000421186;species;Accepted;Boeckeler;TRUE
Cyperaceae;Fuirena umbellata;Rottb.;H.Balslev 10673;102,426944444444;11,9619444444444;60;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island.;AAU;72;Fuirena umbellata;Cyperaceae;Angiosperm;wfo-0000426768;species;Accepted;Rottb.;TRUE
Cyperaceae;Hypolytrum nemorum;(Vahl) Spreng;H.Balslev 10748;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;73;Hypolytrum nemorum;Cyperaceae;Angiosperm;wfo-0000445228;species;Accepted;(Vahl) Spreng.;TRUE
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10106;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;AAU;74;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10128;102,276111111111;12,0936111111111;46;2022-07-05;shrine of Prince Krom loung chumporn. Along western perimeter road. Tropical wet forest.;AAU;75;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10138;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;AAU;76;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10723;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;77;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE
Cyperaceae;Scleria lithosperma;(L.) Sw.;H.Balslev 10744;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;78;Scleria lithosperma;Cyperaceae;Angiosperm;wfo-0000551231;species;Accepted;(L.) Sw.;TRUE
Cyperaceae;Scleria terrestris;(L.) Fassett;H.Balslev 10111;102,294166666667;12,0341666666667;35;2022-07-04;western perimeter road, side road around Ban Kai Bae. Road cuts in humid tropical forest.;AAU;79;Scleria terrestris;Cyperaceae;Angiosperm;wfo-0000553091;species;Accepted;(L.) Fassett;TRUE
Cyperaceae;Scleria terrestris;(L.) Fassett;H.Balslev 10153;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;AAU;80;Scleria terrestris;Cyperaceae;Angiosperm;wfo-0000553091;species;Accepted;(L.) Fassett;TRUE
Dennstaedtiaceae;Lindsaea ensifolia;Sw.;J.F.Maxwell 73-319;NA;NA;NA;1973-08-02;Trat. Koh Chang Island.;AAU;81;Lindsaea ensifolia;Lindsaeaceae;Pteridophytes;wfo-0001107701;species;Accepted;Sw.;TRUE
Dennstaedtiaceae;Lindsaea ensifolia;Sw.;K.Larsen 1788;NA;NA;NA;1966-08-25;1 km s. o. Ban Khlong Nonsi.;AAU;82;Lindsaea ensifolia;Lindsaeaceae;Pteridophytes;wfo-0001107701;species;Accepted;Sw.;TRUE
Dennstaedtiaceae;Lindsaea heterophylla;Dryand.;J.F.Maxwell 72-502;NA;NA;NA;1972-10-22;Trat. Koh Chang Island.;AAU;83;Lindsaea heterophylla;Lindsaeaceae;Pteridophytes;wfo-0001107709;species;Accepted;Dryand.;TRUE
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;H.Balslev 10091;102,310833333333;12,0625000000000;50;2022-07-03;Klong Plu waterfall nature trail. Tropical wet forest along stream.;AAU;84;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;J.F.Maxwell 72-501;NA;NA;NA;1972-10-22;Trat. Koh Chang Island.;AAU;85;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;J.F.Maxwell 73-370;NA;NA;NA;1973-08-02;Koh Chang Island.;AAU;86;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE
Dennstaedtiaceae;Lindsaea orbiculata;(Lam.) Mett. ex Kuhn;K.Larsen 1787;NA;NA;NA;1966-08-25;1 km s. o. Ban Khlong Nonsi.;AAU;87;Lindsaea orbiculata;Lindsaeaceae;Pteridophytes;wfo-0001107721;species;Accepted;(Lam.) Mett. ex Kuhn;TRUE
Dioscoreaceae;Dioscorea brevipetiolata;Prain & Burkill;H.Balslev 10704;102,422500000000;11,9647222222222;10;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island. Near beach.;AAU;88;Dioscorea brevipetiolata;Dioscoreaceae;Angiosperm;wfo-0000389351;species;Accepted;Prain & Burkill;TRUE
Dioscoreaceae;Dioscorea brevipetiolata;Prain & Burkill;H.Balslev 10713;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;89;Dioscorea brevipetiolata;Dioscoreaceae;Angiosperm;wfo-0000389351;species;Accepted;Prain & Burkill;TRUE
Dioscoreaceae;Dioscorea brevipetiolata;Prain & Burkill;H.Balslev 10714;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;90;Dioscorea brevipetiolata;Dioscoreaceae;Angiosperm;wfo-0000389351;species;Accepted;Prain & Burkill;TRUE
Dioscoreaceae;Dioscorea brevipetiolata;Prain & Burkill;H.Balslev 10754;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;91;Dioscorea brevipetiolata;Dioscoreaceae;Angiosperm;wfo-0000389351;species;Accepted;Prain & Burkill;TRUE
Dioscoreaceae;Dioscorea cirrhosa;Lour.;H.Balslev 10249;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;92;Dioscorea cirrhosa;Dioscoreaceae;Angiosperm;wfo-0000389893;species;Accepted;Lour.;TRUE
Dipterocarpaceae;Hopea odorata;Roxb.;H.Balslev 10196;102,268888888889;12,1244444444444;93;2022-07-10;NPHQ along northern perimeter road. Wet forest.;AAU;93;Hopea odorata;Dipterocarpaceae;Angiosperm;wfo-0000724618;species;Accepted;Roxb.;TRUE
Dryopteridaceae;Tectaria;NA;H.Balslev 10116;102,290000000000;12,0127777777778;10;2022-07-04;costal road along south side at Siam Bay Resort. Tropical wet forest to 40 m tall, dense understory.;AAU;94;Tectaria;Tectariaceae;Pteridophytes;wfo-4000037670;genus;Accepted;Cav.;TRUE
Ebenaceae;Diospyros undulata;Wall. ex G.Don;H.Balslev 10720;102,433611111111;11,9538888888889;1;2022-10-22;Memorial of the battle of Koh Chang. South east corner of island. Tropical forest, beach vegetation.;AAU;95;Diospyros undulata;Ebenaceae;Angiosperm;wfo-0000649908;species;Accepted;Wall. & G.Don;TRUE
Elaeocarpaceae;Elaeocarpus griffithii;(Wight) A.Gray;H.Balslev 10190;102,346388888889;12,1030555555556;36;2022-07-09;Khlong Nonsi waterfall along northern perimeter road. Wet rainforest.;AAU;96;Elaeocarpus griffithii;Elaeocarpaceae;Angiosperm;wfo-0000664320;species;Accepted;A.Gray;TRUE
Eriocaulaceae;Eriocaulon truncatum var. truncatum;NA;H.Balslev 10679;102,426944444444;11,9619444444444;60;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island.;AAU;97;Eriocaulon truncatum var. truncatum;Eriocaulaceae;Angiosperm;wfo-0000414494;variety;Accepted;;TRUE
Erythroxylaceae;Erythroxylum cambodianum;Pierre;H.Balslev 10237;102,422222222222;11,9669444444444;30;2022-07-12;Road to Huamang Bay. Hill with apparently poor soil and low forest.;AAU;98;Erythroxylum cambodianum;Erythroxylaceae;Angiosperm;wfo-0000679732;species;Accepted;Pierre;TRUE
Erythroxylaceae;Erythroxylum cambodianum;Pierre;H.Balslev 10699;102,422500000000;11,9647222222222;10;2022-10-21;Jek Bae Community Forest. Peninsula in SE corner of island. Near beach.;AAU;99;Erythroxylum cambodianum;Erythroxylaceae;Angiosperm;wfo-0000679732;species;Accepted;Pierre;TRUE
Euphorbiaceae;Alchornea rugosa;(Lour.) Müll.Arg.;H.Balslev 10750;102,412222222222;11,9708333333333;30;2022-10-23;Rd to Memorial of the Battle of Koh Chang. Wet tropical forest.;AAU;100;Alchornea rugosa;Euphorbiaceae;Angiosperm;wfo-0000939798;species;Accepted;Müll.Arg.;TRUE
Euphorbiaceae;Antidesma;NA;H.Balslev 10147;102,326944444444;11,9827777777778;26;2022-07-06;Perimeter road along S side of island. Sii Tor waterfall. Wet tropical forest, flat area on floodplain.;AAU;101;Antidesma;Phyllanthaceae;Angiosperm;wfo-4000002483;genus;Accepted;L.;TRUE
Euphorbiaceae;Breynia glauca;Craib;H.Balslev 10247;102,293611111111;12,0650000000000;30;2022-10-20;North-west of Klong Plu waterfall. Exit past Cambodian care center.;AAU;102;Breynia glauca;Phyllanthaceae;Angiosperm;wfo-0000412635;species;Accepted;Craib;TRUE
Euphorbiaceae;Breynia vitis-idaea;(Burm.f.) C.E.C. Fischer;H.Balslev 10126;102,276111111111;12,0936111111111;46;2022-07-05;shrine of Prince Krom loung chumporn. Along western perimeter road. Tropical wet forest.;AAU;103;Breynia vitis-idaea;Phyllanthaceae;Angiosperm;wfo-0000415036;species;Accepted;(Burm.f.) C.E.C.Fisch.;TRUE
Euphorbiaceae;Claoxylon indicum;(Reinw. ex Blume) Hassk.;H.Balslev 10198;102,268888888889;12,1244444444444;93;2022-07-10;NPHQ along northern perimeter road. Wet forest.;AAU;104;Claoxylon indicum;Euphorbiaceae;Angiosperm;wfo-0000870131;species;Accepted;Hassk.;TRUE
Euphorbiaceae;Croton;NA;H.Balslev 10225;102,435555555556;11,9527777777778;0;2022-07-11;Huamong Bay, end of road. Beach vegetation.;AAU;105;Croton;Euphorbiaceae;Angiosperm;wfo-4000009788;genus;Accepted;L.;TRUE
Euphorbiaceae;Croton;NA;UnknownCollectors.n. AAURefNo2600;NA;NA;NA;2005-03-25;Trad. Koh Chang.;AAU;106;Croton;Euphorbiaceae;Angiosperm;wfo-4000009788;genus;Accepted;L.;TRUE
Euphorbiaceae;Croton;NA;UnknownCollectors.n. AAURefNo2604;NA;NA;NA;2005-03-25;Trad. Koh Chang.;AAU;107;Croton;Euphorbiaceae;Angiosperm;wfo-4000009788;genus;Accepted;L.;TRUE
Euphorbiaceae;Croton caudatus;Geisel.;H.Balslev 10124;102,276111111111;12,0936111111111;46;2022-07-05;shrine of Prince Krom loung chumporn. Along western perimeter road. Tropical wet forest.;AAU;108;Croton caudatus;Euphorbiaceae;Angiosperm;wfo-0000927601;species;Accepted;Geiseler;TRUE
